total_ms,build_ms,submit_ms,present_ms,other_ms,work_ms,vertices,draw_cmds
99.7732,6.4043,10.0205,83.3263,0.0221024,16.4469,45046,23
98.1003,5.4765,9.5233,83.0755,0.0250015,15.0248,45322,25
98.1185,5.5912,9.2905,83.2121,0.024704,14.9064,45322,25
98.6487,6.0179,9.5265,83.0819,0.0224075,15.5668,45322,25
96.2674,5.605,8.0764,82.5653,0.0207138,13.7021,45322,25
97.7728,6.9703,8.0952,82.6863,0.0209961,15.0865,45322,25
97.5372,6.8384,8.3126,82.3653,0.0209045,15.1719,45322,25
98.8747,5.5595,9.6467,83.646,0.0224991,15.2287,45322,25
98.5556,5.6644,9.9692,82.9006,0.0214081,15.655,45322,25
98.1956,5.4085,9.432,83.3341,0.0210037,14.8615,45322,25
100.5,5.4549,9.5285,85.4944,0.0223007,15.0057,45322,25
98.8946,5.6508,9.613,83.6101,0.0206985,15.2845,45322,25
98.7691,5.4179,9.3632,83.9665,0.0215073,14.8026,45322,25
98.649,5.4393,9.4066,83.7818,0.0213013,14.8672,45322,25
96.223,5.7005,8.9728,81.5293,0.020401,14.6937,45322,25
98.7256,7.5924,7.9744,83.1392,0.0195999,15.5864,45322,25
113.43,6.9151,8.187,98.306,0.0222092,15.1243,45322,25
99.5152,6.5959,8.6505,84.2464,0.0223999,15.2688,45322,25
98.5764,6.8729,8.3363,83.346,0.0212021,15.2304,45322,25
98.4346,5.4276,9.6604,83.3254,0.0212021,15.1092,45322,25
99.233,5.4089,9.5173,84.2845,0.0223083,14.9485,45322,25
98.7552,5.4244,9.8203,83.4895,0.0210037,15.2657,45322,25
98.5072,5.5818,9.2362,83.6664,0.0228043,14.8408,45322,25
98.8557,5.4555,9.5303,83.848,0.0218964,15.0077,45322,25
97.0034,5.5122,9.3728,82.0952,0.023201,14.9082,45322,25
96.2351,6.0613,8.0378,82.1167,0.0193024,14.1184,45322,25
97.662,6.7185,8.1031,82.8194,0.0210037,14.8426,45322,25
98.1826,6.3631,8.6345,83.1635,0.0214996,15.0191,45322,25
97.7886,5.4517,9.513,82.8024,0.0214996,14.9862,45322,25
97.7642,5.4557,9.3583,82.9299,0.0202942,14.8343,45322,25
100.255,5.4049,9.2917,85.5366,0.021698,14.7183,45322,25
98.5713,5.5501,9.327,83.6731,0.0210953,14.8982,45322,25
