total_ms,build_ms,submit_ms,present_ms,other_ms,work_ms,vertices,draw_cmds
96.2765,5.7128,9.1964,81.3402,0.027092,14.9363,44838,23
96.8655,6.8251,8.0097,82.0029,0.0278015,14.8626,44708,23
99.1083,6.5524,8.2191,84.308,0.0288086,14.8003,44422,23
98.0961,6.5432,8.2729,83.2524,0.0275879,14.8437,44334,23
99.3749,5.4377,9.2858,84.6224,0.0289917,14.7525,44202,23
100.415,5.4623,9.8257,85.0975,0.029892,15.3179,44114,23
97.8908,5.3886,9.5249,82.9484,0.0289001,14.9424,44006,23
100.042,5.5288,10.3214,84.1607,0.030899,15.8811,43644,23
98.1873,5.9967,9.538,82.6243,0.0282898,15.563,43330,23
96.5435,5.3378,8.8703,82.3081,0.0273056,14.2354,42910,23
94.9398,5.5078,7.8033,81.5997,0.0289993,13.3401,42770,23
96.3516,6.6548,7.9837,81.6841,0.0289993,14.6675,42506,23
97.0641,5.3445,9.2055,82.4842,0.0298996,14.5799,42270,23
96.5212,5.4202,9.2988,81.774,0.0281982,14.7472,42214,23
96.7993,5.4607,8.7637,82.5403,0.034584,14.259,42162,23
96.1296,5.8107,7.6057,82.6865,0.0267105,13.4431,42126,23
96.3064,6.7015,7.7923,81.7836,0.0289993,14.5228,42042,23
96.9822,5.3858,9.0255,82.5425,0.0284042,14.4397,41934,23
96.652,5.3068,9.5538,81.7571,0.0342941,14.8949,41818,23
95.3003,5.4784,9.0597,80.7355,0.0266953,14.5648,41690,23
96.2817,6.6577,7.5121,82.0844,0.0274963,14.1973,41342,23
95.4683,6.3806,8.0776,80.9816,0.028511,14.4867,40966,23
95.2986,5.4127,8.8893,80.9692,0.0273972,14.3294,40930,23
94.0326,5.4324,7.4494,81.1187,0.0320969,12.9139,40654,23
95.6594,6.5452,7.8267,81.258,0.0294952,14.4014,40352,23
97.8226,5.2847,9.4059,83.1025,0.0295105,14.7201,40172,23
95.5425,5.2414,8.8221,81.4416,0.0373993,14.1009,39620,23
93.3941,5.3567,7.3722,80.6371,0.0280991,12.757,39332,23
94.9236,6.4821,7.6508,80.7621,0.0286102,14.1615,39196,23
94.1817,5.1856,8.5447,80.4188,0.0325928,13.7629,38928,23
92.597,5.3231,7.1594,80.0836,0.030899,12.5134,38688,23
93.5434,5.1303,8.6594,79.7223,0.031395,13.8211,38460,23
92.3966,5.2059,8.2104,78.9518,0.0285034,13.4448,38156,23
93.5117,6.2563,7.2394,79.9872,0.028801,13.5245,37892,23
92.8976,5.0768,8.3159,79.4723,0.0325928,13.4253,37876,23
93.9872,6.4668,7.0945,80.3825,0.043396,13.6047,37828,23
93.5748,5.1429,8.5957,79.8064,0.0298004,13.7684,37736,23
91.9581,5.3858,6.9674,79.578,0.0268936,12.3801,37676,23
94.1372,6.3273,7.5936,80.1882,0.0280991,13.949,37730,23
92.0993,5.1409,8.1883,78.7412,0.0288925,13.3581,37686,23
92.8597,6.717,6.9508,79.1629,0.0289993,13.6968,37618,23
93.7356,5.0557,8.5274,80.1232,0.0293045,13.6124,37598,23
92.1449,5.3281,7.0162,79.7706,0.0299988,12.3743,37622,23
95.7655,5.1633,8.5942,81.9783,0.0297012,13.7872,37696,23
96.3999,5.1469,9.6823,81.5399,0.0307999,14.86,37842,23
92.9443,5.2733,7.2971,80.3441,0.0298157,12.6002,37890,23
94.8481,6.2225,7.519,81.0778,0.028801,13.7703,37890,23
94.9264,5.1058,9.3201,80.4714,0.0291061,14.455,37890,23
91.9912,5.2774,6.9997,79.6853,0.0288086,12.3059,37890,23
94.0704,5.1637,8.585,80.2932,0.0284958,13.7772,37988,23
92.1666,5.2228,8.1963,78.7196,0.0279083,13.447,38082,23
94.3986,6.6306,7.7208,80.0197,0.0274963,14.3789,38516,23
94.2087,5.2711,8.6243,80.2844,0.0289001,13.9243,38468,23
92.7259,5.7241,7.0523,79.9217,0.0278091,12.8042,38808,23
95.3949,6.4036,8.0515,80.9102,0.0295944,14.4847,38900,23
94.612,5.2739,8.9144,80.3954,0.0282974,14.2166,38708,23
93.5372,5.4085,7.2348,80.8666,0.027298,12.6706,39076,23
95.8498,6.2729,7.5239,82.0243,0.0286942,13.8255,39112,23
94.4037,5.3569,8.8214,80.1978,0.0275955,14.2059,38888,23
93.0164,5.536,7.1454,80.3057,0.0293121,12.7107,39272,23
95.5164,6.2787,8.4403,80.7669,0.0305023,14.7495,39436,23
94.7968,5.252,8.7871,80.7298,0.0279007,14.067,39430,23
93.9124,5.4837,7.3015,81.0996,0.0275955,12.8128,40032,23
95.6939,6.725,7.8296,81.1119,0.0273972,14.582,40446,23
95.1795,5.2656,8.8,81.0845,0.0294113,14.095,40628,23
94.3334,5.7005,8.7078,79.8977,0.0273972,14.4357,40704,23
96.3412,7.301,7.4636,81.5454,0.0311966,14.7958,41062,23
97.414,5.3312,8.9974,83.0555,0.0298996,14.3585,41320,23
98.9134,5.2834,9.2016,84.3986,0.0298004,14.5148,41442,23
96.5676,5.2938,9.9509,81.2958,0.0270996,15.2718,41554,23
97.0811,5.5962,9.071,82.3788,0.0351028,14.7023,42048,23
98.2925,5.9613,9.6787,82.6231,0.0293961,15.6694,42266,23
96.4125,6.7912,7.9354,81.6586,0.027298,14.7539,42424,23
97.2332,6.4565,8.2147,82.5345,0.0275116,14.6987,42718,23
97.1459,5.3081,9.378,82.4318,0.0279999,14.7141,42884,23
96.7632,5.2949,9.3755,82.0644,0.0283966,14.6988,43172,23
98.5872,5.8739,9.1236,83.5607,0.0289917,15.0265,43388,23
96.4719,5.744,7.8147,82.8853,0.0279007,13.5866,43552,23
98.7272,6.9675,8.9589,82.7719,0.0289001,15.9553,43692,23
96.7514,6.6117,8.3388,81.7733,0.0276108,14.9781,43878,23
96.7496,5.4062,9.4806,81.8338,0.0289993,14.9158,44010,23
100.062,5.3935,10.209,84.4303,0.0287933,15.6313,44660,23
98.4307,5.5237,9.6737,83.2052,0.0280991,15.2255,45312,23
99.9544,5.3894,9.7782,84.7571,0.0296936,15.1973,45344,23
98.0227,5.4215,9.596,82.9784,0.0268021,15.0443,45506,23
97.5699,5.5997,9.3895,82.5515,0.0291977,15.0184,45618,23
96.1993,5.6376,8.4476,82.0866,0.0274963,14.1127,45762,23
99.0592,6.654,8.3212,84.0559,0.0280991,15.0033,46168,23
99.2657,6.6404,8.9517,83.6453,0.0282974,15.6204,46736,23
98.351,6.6351,8.7504,82.9384,0.0270996,15.4126,46864,23
99.3988,6.5781,9.147,83.6453,0.0284119,15.7535,47020,23
98.7151,5.5714,9.9447,83.169,0.0300064,15.5461,47436,23
99.3601,5.4103,10.6572,83.2638,0.028801,16.0963,47516,23
100.169,5.4347,10.7855,83.9214,0.0275955,16.2478,47612,23
101.737,5.5614,10.6558,85.4905,0.0296021,16.2468,47612,23
99.8533,5.5341,10.0648,84.2232,0.0311966,15.6301,47612,23
99.5432,5.4982,10.1533,83.8629,0.0287933,15.6803,47612,23
99.8732,5.496,10.0966,84.2473,0.0333023,15.6259,47662,23
100.618,5.5288,10.1918,84.865,0.0324936,15.7531,47726,23
99.2536,5.5988,10.0783,83.5482,0.0282974,15.7054,47774,23
99.8812,5.5603,10.1731,84.1196,0.0282059,15.7616,47822,23
99.9922,5.5926,10.5616,83.8093,0.0287094,16.1829,47886,23
99.3792,5.7224,10.452,83.1763,0.0284958,16.2029,47918,23
99.4211,5.6893,10.0766,83.628,0.0272064,15.7931,47982,23
101.185,5.4786,10.6521,85.0249,0.0291138,16.1598,47982,23
99.8455,5.7035,10.0335,84.0781,0.0304108,15.7674,48006,23
100.014,5.5937,10.4326,83.9573,0.0304031,16.0567,48006,23
100.964,5.5844,10.5296,84.8183,0.031601,16.1456,48006,23
101.211,5.8017,10.557,84.8234,0.0293045,16.388,48006,23
100.105,6.4754,9.4196,84.1786,0.0312042,15.9262,48026,23
99.2058,6.809,9.0325,83.336,0.0283051,15.8698,48054,23
99.9784,5.704,10.9171,83.3302,0.0270996,16.6482,48012,23
100.458,5.5271,10.3599,84.5402,0.030899,15.9179,48056,23
99.6214,6.6199,9.0972,83.8761,0.0281982,15.7453,48080,23
99.7347,5.5179,10.4138,83.7746,0.0284042,15.9601,48080,23
99.5978,5.5085,10.2303,83.8309,0.0281067,15.7669,48096,23
99.6926,5.6755,10.1649,83.8206,0.0315933,15.872,48022,23
99.4104,5.4983,10.3263,83.5575,0.0282974,15.8529,47876,23
102.137,5.5253,9.9738,86.608,0.0294952,15.5286,47828,23
99.5583,6.8752,8.8943,83.7608,0.0279999,15.7975,47828,23
98.8207,5.5143,9.9366,83.341,0.028801,15.4797,47828,23
99.6975,5.621,10.0314,84.0161,0.029007,15.6814,47828,23
99.1544,5.5126,10.2141,83.3994,0.0283051,15.755,47730,23
100.843,5.5414,10.0691,85.202,0.0303955,15.6409,47600,23
99.2516,5.6389,10.0111,83.5727,0.0289001,15.6789,47102,23
99.5687,5.4972,10.0562,83.986,0.0293045,15.5827,46874,23
99.666,5.4943,10.2943,83.8487,0.0287018,15.8173,46810,23
99.6712,5.5785,9.9803,84.0831,0.0292969,15.5881,46718,23
101.527,5.6335,10.5563,85.3072,0.0296097,16.2194,46646,23
98.9268,5.5054,9.8628,83.5306,0.0279999,15.3962,46542,23
99.9239,5.4736,9.8659,84.555,0.0294037,15.3689,46506,23
101.511,5.7141,10.9277,84.8408,0.0282974,16.6701,46466,23
98.6195,5.4501,10.023,83.1178,0.0286102,15.5017,46358,23
98.9989,5.4819,10.1866,83.3026,0.0277939,15.6963,46194,23
99.8758,5.5909,9.8256,84.4315,0.0277939,15.4443,45936,23
97.874,5.5472,9.6449,82.6492,0.0326996,15.2248,45598,23
97.45,5.4453,9.5017,82.4754,0.0275955,14.9746,45184,23
96.823,5.6218,8.2676,82.9037,0.0299072,13.9193,45140,23
100.702,7.0332,8.314,85.3241,0.030304,15.3775,44926,23
99.7594,7.7566,8.3325,83.6414,0.0289001,16.118,44580,23
97.7645,6.8664,8.3647,82.5051,0.0282898,15.2594,44458,23
96.9507,6.7748,8.2528,81.8942,0.0289078,15.0565,44236,23
97.9584,5.5161,9.3809,83.0102,0.0511932,14.9482,44124,23
97.8987,5.3584,9.7962,82.7161,0.0280075,15.1826,43804,23
96.8364,5.3771,9.2553,82.1768,0.0271988,14.6596,43512,23
95.34,5.528,9.117,80.6676,0.0273972,14.6724,43242,23
96.587,6.8437,8.0208,81.6961,0.0263977,14.8909,43048,23
97.0595,6.6997,8.0488,82.2809,0.030098,14.7786,42782,23
100.028,5.6347,9.6264,84.7384,0.0286942,15.2898,42494,23
97.3393,5.3134,9.5134,82.4821,0.0304031,14.8572,42350,23
98.0624,5.3844,10.1484,82.4964,0.0332031,15.566,42114,23
94.8914,5.3558,9.0082,80.4936,0.0338058,14.3978,41974,23
95.7167,6.868,7.7074,81.1142,0.0271072,14.6025,41934,23
95.5498,6.551,7.8711,81.0991,0.0285873,14.4507,41656,23
96.5811,5.4453,9.8455,81.2576,0.0326996,15.3235,40994,23
93.2883,5.436,8.2068,79.619,0.0265045,13.6693,40668,23
94.6727,6.4313,7.5441,80.67,0.0273056,14.0027,40310,23
