total_ms,build_ms,submit_ms,present_ms,other_ms,work_ms,vertices,draw_cmds
74.5905,1.447,1.2038,71.9156,0.024086,2.67489,8108,23
75.4939,1.4637,1.1687,72.8374,0.0241013,2.6565,8108,23
74.171,1.49,1.2921,71.3632,0.0257034,2.8078,8040,23
74.8117,1.5087,1.155,72.1184,0.0295944,2.6933,8040,23
74.5325,1.6091,1.2013,71.6948,0.0272903,2.83769,7972,23
75.489,1.5357,1.1976,72.7273,0.0284042,2.7617,7972,23
75.2998,1.5676,1.1981,72.5068,0.027298,2.793,7948,23
74.4225,1.4766,1.2574,71.6635,0.0249863,2.75899,7948,23
74.0321,1.5427,1.1731,71.2874,0.0289001,2.7447,7936,23
74.6699,1.5208,1.2516,71.8687,0.028801,2.8012,7936,23
74.0584,1.6368,1.3213,71.0757,0.0246048,2.9827,7796,23
75.5425,1.4645,1.1923,72.8581,0.0276031,2.6844,7892,23
74.3722,1.5002,1.3462,71.4987,0.0270996,2.8735,7892,23
72.8844,1.4771,1.1762,70.2043,0.0267944,2.68009,7884,23
73.8965,2.3985,1.2418,70.2316,0.0246048,3.6649,7884,23
81.179,1.4084,1.1407,78.6023,0.0275955,2.5767,7848,23
73.9921,1.4725,1.4383,71.0538,0.0274963,2.93829,7848,23
74.4616,1.4786,1.2303,71.7264,0.0262985,2.7352,7900,23
74.3509,1.5808,1.2379,71.5042,0.0279922,2.84669,7900,23
75.8652,1.4749,1.2059,73.1579,0.0264893,2.70729,7852,23
73.4197,1.5837,1.2406,70.5683,0.0270844,2.85139,7852,23
72.4657,1.4376,1.1957,69.8079,0.0244904,2.65779,7724,23
74.4476,2.4925,1.2893,70.6408,0.0250015,3.8068,7808,23
73.3776,1.567,1.169,70.6155,0.0261002,2.7621,7808,23
73.3538,1.4477,1.1564,70.725,0.0246964,2.6288,7788,23
74.4159,1.5207,1.1591,71.7111,0.0249939,2.7048,7788,23
73.9198,1.4294,1.16,71.3059,0.024498,2.6139,7752,23
73.8632,1.4063,1.3244,71.1038,0.0287018,2.7594,7752,23
72.3348,1.473,1.1322,69.7057,0.0239029,2.6291,7728,23
74.3103,1.3899,2.2281,70.6664,0.0259094,3.64391,7728,23
72.7593,1.4227,1.1438,70.1679,0.0248871,2.59138,7716,23
74.3211,1.4345,1.1389,71.721,0.0267029,2.60011,7716,23
74.6688,1.5093,1.2333,71.8984,0.0278015,2.7704,7624,23
75.3565,1.4458,1.1986,72.6858,0.0262985,2.6707,7720,23
73.9957,1.7525,1.198,71.0199,0.0252914,2.97579,7720,23
72.3179,1.4631,1.1672,69.6611,0.0264969,2.6568,7708,23
75.6026,2.4617,1.2231,71.8918,0.026001,3.7108,7708,23
72.2882,1.4398,1.1831,69.6409,0.0243988,2.6473,7696,23
73.4484,1.438,1.1643,70.8203,0.025795,2.6281,7696,23
73.7296,1.5649,1.139,71.0001,0.0255966,2.7295,7648,23
71.9414,1.4374,1.1575,69.3223,0.0241928,2.61909,7648,23
78.895,2.3798,1.1829,75.3063,0.0259933,3.58869,7652,23
73.5409,1.4281,1.1915,70.8943,0.0269928,2.64659,7652,23
72.7929,1.4407,1.3165,70.0117,0.0239944,2.7812,7640,23
72.4759,1.4427,1.2014,69.8042,0.0276031,2.67171,7640,23
74.1399,1.4489,1.6799,70.9836,0.027504,3.1563,7640,23
73.9214,1.467,1.1941,71.231,0.0292969,2.6904,7652,23
74.8515,1.4901,1.1727,72.1601,0.0286026,2.69141,7652,23
73.5369,1.5975,1.1976,70.7162,0.0255966,2.82069,7640,23
72.169,1.4543,1.1813,69.5081,0.0253067,2.6609,7640,23
74.9941,2.4936,1.3325,71.1414,0.0265884,3.85269,7652,23
72.1322,1.4579,1.1597,69.4883,0.0262985,2.6439,7652,23
73.6775,1.4692,1.1523,71.0294,0.0266037,2.6481,7616,23
73.3834,2.0338,1.1736,70.149,0.0270004,3.2344,7616,23
71.9215,1.4071,1.1232,69.3673,0.0239029,2.55421,7628,23
74.7407,2.4363,1.449,70.8304,0.0250092,3.91031,7628,23
72.8164,1.4203,1.1208,70.2492,0.0261002,2.5672,7628,23
72.7955,1.446,1.114,70.2108,0.024704,2.5847,7616,23
73.0154,1.5587,1.3056,70.1255,0.0255966,2.8899,7616,23
72.7487,1.4428,1.1592,70.1193,0.0274124,2.62941,7628,23
76.6349,1.4536,2.4988,72.656,0.0264969,3.9789,7628,23
73.1267,1.4504,1.1928,70.4586,0.0248947,2.6681,7616,23
73.6251,1.4404,2.4119,69.748,0.0248032,3.87711,7616,23
73.4526,1.4162,1.1452,70.8654,0.025795,2.5872,7604,23
75.1475,1.4662,1.1406,72.516,0.024704,2.63151,7604,23
72.6797,1.5168,1.1202,70.0177,0.0250015,2.662,7592,23
74.1689,1.3902,1.1069,71.5606,0.111198,2.6083,7592,23
73.308,2.2764,1.1446,69.8647,0.0223007,3.4433,7592,23
72.6017,1.6173,1.1234,69.8368,0.0241928,2.76489,7604,23
74.3579,1.3983,1.1178,71.8143,0.027504,2.5436,7604,23
73.0009,1.572,1.1756,70.2278,0.0254974,2.77309,7592,23
72.7804,1.4624,1.3036,69.9887,0.0257034,2.7917,7592,23
73.9228,2.3964,1.1413,70.358,0.0270996,3.5648,7604,23
73.6211,1.4405,1.1637,70.9842,0.0326996,2.6369,7604,23
76.4994,1.9821,2.7023,71.7877,0.027298,4.7117,7592,23
74.0969,1.4628,1.1509,71.4575,0.0256882,2.63939,7592,23
74.0917,1.452,2.3391,70.2736,0.0270004,3.8181,7604,23
73.335,1.4447,1.1516,70.7121,0.0266037,2.6229,7604,23
73.4969,1.4355,1.1506,70.8866,0.0242004,2.6103,7508,23
74.4143,1.4476,1.2886,71.6509,0.0272141,2.76341,7592,23
73.1633,1.4549,1.1823,70.5003,0.025795,2.66299,7592,23
74.2207,2.6535,1.2713,70.267,0.0289078,3.9537,7604,23
72.4672,1.4371,1.0985,69.9043,0.027298,2.5629,7604,23
74.1488,1.5779,1.1232,71.4227,0.0249939,2.7261,7592,23
73.3781,1.5173,1.1264,70.7102,0.0242004,2.6679,7592,23
72.2766,1.4383,1.1714,69.6405,0.0264053,2.63611,7604,23
74.688,2.5633,1.3065,70.7934,0.0248032,3.8946,7604,23
74.7254,1.4476,1.1283,72.1206,0.0289078,2.6048,7592,23
74.0715,2.5847,1.2964,70.1647,0.0256958,3.9068,7592,23
72.3791,1.5004,1.1231,69.7299,0.0257034,2.6492,7472,23
74.8878,1.4753,1.1287,72.2511,0.0326996,2.6367,7568,23
74.7452,1.6458,1.2023,71.8704,0.0267029,2.8748,7568,23
72.9969,1.4644,1.1893,70.3139,0.0292892,2.68299,7716,23
73.3919,1.5937,1.1938,70.5747,0.0297012,2.8172,7716,23
73.0221,1.4778,1.2159,70.2992,0.0291901,2.72289,7616,23
73.9445,1.4928,2.3609,70.0616,0.0291977,3.8829,7616,23
73.3715,1.4391,1.3382,70.5686,0.0256042,2.8029,7604,23
75.0633,1.4597,1.145,72.4322,0.0263977,2.6311,7604,23
73.2949,1.5775,1.1408,70.5495,0.027092,2.74539,7616,23
72.531,1.4603,1.3182,69.7266,0.0258942,2.8044,7616,23
74.8576,2.5215,1.2549,71.0555,0.0256958,3.80209,7520,23
73.8486,1.4946,1.1303,71.1961,0.0276031,2.6525,7604,23
74.5166,1.5908,2.3008,70.5973,0.0277023,3.9193,7604,23
73.1212,1.4678,1.1587,70.4656,0.0290985,2.6556,7616,23
73.9667,1.4754,1.1377,71.3286,0.0250092,2.63811,7616,23
72.9832,1.5409,1.2551,70.1618,0.0254059,2.8214,7604,23
72.6411,1.4278,1.4144,69.7713,0.0276108,2.86981,7604,23
73.9928,1.4721,2.2559,70.2376,0.0271988,3.7552,7616,23
72.6174,1.4263,1.1562,70.0118,0.0231018,2.6056,7616,23
73.9281,1.405,1.1546,71.3423,0.0261917,2.58579,7604,23
73.2707,1.4916,1.2491,70.5052,0.0248032,2.7655,7604,23
72.9441,1.3979,1.0979,70.4229,0.0253983,2.5212,7520,23
74.1918,2.1182,1.6458,70.4023,0.0254974,3.7895,7616,23
73.2746,1.414,1.1377,70.6963,0.0265961,2.57829,7616,23
76.3159,1.4759,1.1758,73.6353,0.0289001,2.6806,7604,23
73.5199,1.5082,1.2333,70.7497,0.0287094,2.77021,7604,23
73.7776,1.5243,1.3478,70.8797,0.0258026,2.8979,7616,23
74.3221,1.4521,1.3585,71.4856,0.0258942,2.83649,7616,23
72.2692,1.4332,1.1791,69.6313,0.0256119,2.63791,7604,23
73.9252,2.6992,1.3085,69.8931,0.0243988,4.0321,7604,23
72.7667,1.4148,1.104,70.2222,0.0257034,2.5445,7616,23
73.9678,1.4184,1.1833,71.3409,0.0251999,2.6269,7616,23
72.8901,1.5233,1.1139,70.2287,0.0241928,2.66139,7520,23
72.8256,1.3938,1.1237,70.2836,0.024498,2.542,7604,23
76.033,2.5181,1.1979,72.2873,0.0297012,3.7457,7604,23
72.9738,1.502,1.2147,70.2321,0.0250092,2.74171,7628,23
74.4061,1.4602,2.2922,70.6274,0.0262909,3.77869,7628,23
74.8703,1.4656,1.1965,72.1814,0.0268021,2.6889,7616,23
76.6223,1.6041,2.2513,72.7364,0.0305099,3.88591,7616,23
73.0046,1.4844,1.203,70.2916,0.0255966,2.713,7628,23
73.7563,1.4775,1.1692,71.084,0.0256042,2.6723,7628,23
73.1424,1.5419,1.1414,70.4321,0.0270004,2.7103,7616,23
72.3535,1.4367,1.1454,69.7455,0.0258942,2.60799,7616,23
73.4289,2.3457,1.2946,69.7645,0.0241013,3.6644,7532,23
72.4477,1.4594,1.1253,69.8362,0.0267944,2.6115,7628,23
73.1677,1.4207,1.1524,70.5694,0.0251999,2.5983,7628,23
72.9075,1.3963,1.2347,70.253,0.0235062,2.6545,7616,23
72.51,1.4616,1.1231,69.8996,0.0257034,2.6104,7616,23
74.7379,1.3953,1.835,71.4804,0.0272064,3.25751,7628,23
72.4724,1.4192,1.1526,69.8756,0.0249939,2.59679,7628,23
73.7233,1.4385,1.109,71.149,0.0267944,2.5743,7616,23
75.1156,1.4234,1.1547,72.5099,0.0275955,2.6057,7616,23
76.0363,1.4578,1.1827,73.368,0.0278015,2.6683,7628,23
73.1999,1.4436,1.344,70.3775,0.0348053,2.8224,7628,23
72.4819,1.4251,1.1434,69.8876,0.0258026,2.5943,7532,23
75.5251,1.796,1.9393,71.7587,0.0310974,3.7664,7616,23
73.1446,1.4692,1.1849,70.4642,0.0262985,2.6804,7616,23
74.5275,1.5716,2.117,70.8096,0.0293045,3.7179,7628,23
73.5503,1.4844,1.1353,70.9029,0.02771,2.64741,7628,23
73.113,1.4318,1.1617,70.4891,0.0303955,2.62389,7616,23
72.8965,1.5957,1.1588,70.116,0.026001,2.7805,7616,23
72.5678,1.4249,1.1164,70.0011,0.0253983,2.5667,7628,23
73.4849,1.4329,1.1401,70.8842,0.0276947,2.60069,7628,23
72.9796,1.5767,1.1372,70.2398,0.0259018,2.7398,7616,23
71.9843,1.4053,1.1137,69.4404,0.02491,2.54391,7616,23
80.1194,2.6007,1.4382,76.0512,0.0292969,4.0682,7628,23
74.5831,1.5943,1.2974,71.6641,0.0273132,2.91901,7628,23
