total_ms,build_ms,submit_ms,present_ms,other_ms,work_ms,vertices,draw_cmds
62.4991,17.9725,8.6711,35.8303,0.0251999,26.6688,80752,24
63.3735,18.2039,9.1106,36.0337,0.0253029,27.3398,80752,24
62.8102,18.2903,8.9631,35.5298,0.0269966,27.2804,80752,24
76.6486,22.2616,15.5909,38.7698,0.0262985,37.8788,80752,24
62.5257,18.0623,8.807,35.6302,0.0261993,26.8955,80752,24
62.3087,17.859,9.1117,35.3123,0.0256996,26.9964,80752,24
61.669,17.9871,8.6193,35.0282,0.0344009,26.6408,80752,24
61.6716,17.9913,8.7135,34.9428,0.0240021,26.7288,80752,24
62.293,18.0786,8.9209,35.2676,0.025898,27.0254,80752,24
62.4132,18.0498,9.0872,35.2506,0.0256004,27.1626,80752,24
61.8512,18.1721,8.5769,35.0782,0.0239983,26.773,80752,24
62.0125,18.3954,8.625,34.9666,0.0255013,27.0459,80752,24
62.1818,18.1072,8.9038,35.145,0.0257988,27.0368,80752,24
61.927,17.9975,8.632,35.2723,0.0251961,26.6547,80752,24
61.9635,17.9395,8.9852,35.0158,0.0229988,26.9477,80752,24
62.7271,18.3025,8.9525,35.4445,0.0275993,27.2826,80752,24
62.2712,18.0683,8.8213,35.3505,0.0311012,26.9207,80752,24
62.1916,18.1264,8.6218,35.4106,0.0328026,26.781,80752,24
62.5914,18.2025,8.6981,35.6658,0.0250015,26.9256,80752,24
64.7014,18.122,8.8606,37.6924,0.0263977,27.009,80752,24
62.7401,18.0453,9.0155,35.6523,0.0270004,27.0878,80752,24
62.1284,18.0643,8.7733,35.2649,0.025898,26.8635,80752,24
61.8144,18.1322,8.6214,35.0367,0.0240974,26.7777,80752,24
62.0537,17.9641,8.8652,35.1982,0.0261993,26.8555,80752,24
62.5968,18.1742,8.9672,35.4277,0.0277023,27.1691,80752,24
61.9217,18.1793,8.5418,35.1749,0.0256996,26.7468,80752,24
62.4859,18.1551,9.3468,34.9593,0.0247002,27.5266,80752,24
67.2368,18.1149,9.3382,39.7522,0.0315018,27.4846,80752,24
74.8304,26.9915,12.3961,35.414,0.0287933,39.4164,80752,24
62.0797,18.226,8.8474,34.98,0.0263023,27.0997,80752,24
61.8204,18.1635,8.7251,34.9063,0.0255013,26.9141,80752,24
62.3226,18.1226,8.9496,35.2241,0.0263023,27.0985,80752,24
62.5958,18.2477,9.0519,35.2706,0.0256004,27.3252,80752,24
63.5242,18.5677,8.5887,36.3391,0.0287018,27.1851,80752,24
62.6361,19.018,8.5909,35.0035,0.0236969,27.6326,80752,24
62.7349,18.0772,9.1487,35.4812,0.0278015,27.2537,80752,24
66.0434,19.1117,9.4639,37.4419,0.0259018,28.6015,80752,24
69.724,18.3002,9.356,42.0381,0.0296936,27.6859,80752,24
65.2416,20.649,9.0353,35.5311,0.0261993,29.7105,80752,24
62.9379,18.6797,8.912,35.3196,0.0265999,27.6183,80752,24
63.1635,18.2742,8.9842,35.8798,0.0253029,27.2837,80752,24
62.0745,18.2099,8.6861,35.1537,0.0247993,26.9208,80752,24
62.3089,18.5747,8.7063,35.0026,0.0252991,27.3063,80752,24
63.2272,19.0005,9.0759,35.1214,0.0293999,28.1058,80752,24
62.3269,18.1973,8.822,35.2817,0.0259018,27.0452,80752,24
62.5295,18.0793,8.5798,35.8452,0.0251999,26.6843,80752,24
62.2663,18.3156,8.9663,34.9594,0.0250015,27.3069,80752,24
62.6387,18.0983,9.3853,35.1273,0.0277977,27.5114,80752,24
63.5352,18.4482,9.6486,35.4126,0.0257988,28.1226,80752,24
62.7144,18.2604,8.5391,35.8863,0.0286026,26.8281,80752,24
62.2174,18.24,8.8456,35.1059,0.0259018,27.1115,80752,24
63.7693,18.2613,10.2523,35.2293,0.0263977,28.54,80752,24
63.0885,18.0449,8.9451,36.0713,0.0271988,27.0172,80752,24
62.0284,18.0789,8.5221,35.4018,0.0256004,26.6266,80752,24
64.2203,18.0093,8.5972,37.5883,0.0254974,26.632,80752,24
62.7821,18.4467,9.0192,35.2922,0.0240021,27.4899,80752,24
62.6382,18.1413,9.4171,35.0539,0.025898,27.5843,80752,24
63.2977,18.4251,9.0156,35.8289,0.0280991,27.4688,80752,24
61.6496,18.2207,8.5009,34.9048,0.023201,26.7448,80752,24
62.0968,18.6427,8.496,34.9313,0.0268021,27.1655,80752,24
66.4251,20.3775,10.9024,35.1186,0.0266037,31.3065,80752,24
62.3148,17.8749,9.1889,35.2144,0.0365982,27.1004,80752,24
62.8159,17.8287,9.2135,35.7494,0.0242996,27.0665,80752,24
61.7308,17.7501,8.8534,35.1026,0.0247002,26.6282,80752,24
62.0779,18.0874,8.6558,35.3089,0.0257988,26.769,80752,24
62.4695,18.1995,8.9762,35.2683,0.0255013,27.2012,80752,24
61.7071,17.8789,8.5718,35.2309,0.0254974,26.4762,80752,24
61.4246,17.8949,8.5282,34.9774,0.0240974,26.4472,80752,24
72.3224,20.3923,15.9164,35.9863,0.0274048,36.3361,80752,24
61.7167,17.8447,8.7662,35.0818,0.0240021,26.6349,80752,24
62.1685,17.9619,8.9544,35.2268,0.0253983,26.9417,80752,24
62.1155,17.9241,8.8865,35.2796,0.0253029,26.8359,80752,24
61.5687,17.9463,8.6393,34.9585,0.0245972,26.6102,80752,24
62.1301,17.796,9.1788,35.1289,0.0264015,27.0012,80752,24
63.4171,18.1044,9.9905,35.2947,0.0274963,28.1224,80752,24
61.9977,17.9816,8.8431,35.1477,0.0252991,26.85,80752,24
61.5767,17.9083,8.6422,35.0012,0.0249939,26.5755,80752,24
62.0598,17.8232,8.7782,35.4318,0.0265961,26.628,80752,24
62.4849,18.0247,9.2829,35.1516,0.0257034,27.3333,80752,24
61.8204,17.9232,8.6014,35.2708,0.0249977,26.5496,80752,24
62.4548,18.7809,8.6488,35.001,0.0241013,27.4538,80752,24
62.2775,17.9285,9.0657,35.2572,0.026104,27.0203,80752,24
75.2544,18.1631,10.6291,46.4326,0.0296097,28.8218,80752,24
92.8078,30.8428,15.5203,46.4164,0.0283051,46.3914,80752,24
63.2414,19.1097,8.9239,35.1814,0.0264015,28.06,80752,24
62.1864,17.874,9.0284,35.2599,0.0241013,26.9265,80752,24
62.7218,18.765,8.6247,35.3071,0.0250053,27.4147,80752,24
61.7467,17.8503,8.6833,35.1867,0.0264015,26.56,80752,24
62.7872,18.0079,9.0543,35.6988,0.0261993,27.0884,80752,24
64.6205,18.0698,8.6594,37.8648,0.0265045,26.7557,80752,24
61.888,18.1252,8.6518,35.087,0.0239983,26.801,80752,24
64.7951,18.0027,8.619,38.1488,0.0245972,26.6463,80752,24
62.1898,18.0311,8.9046,35.2275,0.0265999,26.9623,80752,24
62.7919,18.2084,8.9601,35.5967,0.0267029,27.1952,80752,24
62.2577,18.1982,8.6632,35.3717,0.024601,26.886,80752,24
62.1202,18.0515,8.9437,35.1001,0.0248985,27.0201,80752,24
62.3422,17.885,9.0678,35.3632,0.0261993,26.979,80752,24
63.3053,18.0182,9.5157,35.7459,0.0255013,27.5594,80752,24
62.5678,18.5044,8.7196,35.3173,0.0265007,27.2505,80752,24
62.031,18.0778,8.8723,35.0546,0.0262985,26.9764,80752,24
62.5752,18.0607,9.1197,35.369,0.0257988,27.2062,80752,24
63.246,17.9078,9.2545,36.0572,0.0264969,27.1888,80752,24
62.1923,17.9815,8.8084,35.3748,0.0275955,26.8175,80752,24
62.2118,18.0501,9.0794,35.0579,0.0243988,27.1539,80752,24
62.594,17.9696,9.4327,35.1656,0.0261002,27.4284,80752,24
68.9912,17.9822,14.4036,36.5803,0.0251083,32.4109,80752,24
63.3393,17.8214,9.6605,35.8316,0.0257988,27.5077,80752,24
62.5171,17.8408,8.7949,35.8566,0.0247993,26.6605,80752,24
62.5582,17.8574,8.5057,36.1706,0.024498,26.3876,80752,24
61.7363,18.0525,8.6234,35.037,0.0234032,26.6993,80752,24
62.214,18.1518,8.834,35.2027,0.0255013,27.0113,80752,24
62.5681,17.978,9.0971,35.4661,0.0269012,27.102,80752,24
61.6505,17.8634,8.649,35.1145,0.0236015,26.536,80752,24
61.6517,17.6999,8.8033,35.1222,0.0262985,26.5295,80752,24
63.0311,17.9441,8.8769,36.184,0.026104,26.8471,80752,24
65.3464,18.8022,9.1171,37.4002,0.0268936,27.9462,80752,24
62.3218,18.3305,8.5865,35.379,0.0257988,26.9428,80752,24
62.034,18.1283,8.6095,35.2715,0.0247002,26.7625,80752,24
71.4294,18.7052,9.2621,43.4313,0.0307922,27.9981,80752,24
61.9186,17.8885,8.6746,35.3303,0.0251999,26.5883,80752,24
62.5049,18.0088,9.2121,35.258,0.026001,27.2469,80752,24
62.5597,17.8984,9.2921,35.3433,0.0259018,27.2164,80752,24
61.7502,17.8999,8.5356,35.284,0.0306969,26.4662,80752,24
62.0751,18.0374,8.8825,35.1316,0.0236015,26.9435,80752,24
62.1222,18.0806,8.8267,35.189,0.0259018,26.9332,80752,24
63.3566,18.0586,9.5694,35.7027,0.0259018,27.6539,80752,24
61.5786,17.7862,8.608,35.1593,0.0251007,26.4193,80752,24
62.0707,18.4171,8.5999,35.0281,0.0256004,27.0426,80752,24
63.4253,19.0328,9.1547,35.2108,0.0270004,28.2145,80752,24
62.2669,18.1172,8.8081,35.3152,0.0263977,26.9517,80752,24
61.8139,18.0547,8.5624,35.1724,0.0243988,26.6415,80752,24
61.8822,18.118,8.6874,35.0504,0.0263977,26.8318,80752,24
62.2134,18.0073,8.95,35.2299,0.0262032,26.9835,80752,24
62.1812,18.1884,8.7863,35.1809,0.0255966,27.0003,80752,24
62.3987,18.0543,8.9071,35.4136,0.0237007,26.9851,80752,24
62.4552,18.3543,8.8634,35.212,0.0254974,27.2432,80752,24
63.2091,18.1868,8.888,36.1085,0.0257988,27.1006,80752,24
62.384,18.1283,8.7707,35.4601,0.0248985,26.9239,80752,24
62.2054,18.2395,8.9225,35.0147,0.028698,27.1907,80752,24
70.7962,18.2482,15.3361,37.1845,0.0274048,33.6117,80752,24
63.0443,19.1795,8.656,35.1838,0.0249977,27.8605,80752,24
63.1056,18.1048,8.9971,35.9769,0.0268021,27.1287,80752,24
73.6742,25.1744,8.7945,39.6772,0.0280991,33.997,80752,24
61.5697,17.7272,8.6038,35.2142,0.0245018,26.3555,80752,24
63.0491,18.6414,9.0792,35.3009,0.0275993,27.7482,80752,24
62.4862,18.1631,8.9152,35.3819,0.0259972,27.1043,80752,24
63.3641,18.1494,8.6724,36.5188,0.0235023,26.8453,80752,24
62.0866,18.2895,8.653,35.1198,0.0242996,26.9668,80752,24
62.8595,18.3706,8.8751,35.5836,0.030201,27.2759,80752,24
63.3388,18.5423,9.5246,35.2446,0.0273018,28.0942,80752,24
62.4689,18.2457,8.9736,35.2223,0.0272942,27.2466,80752,24
